utt_id	spkr_id	lang	text	dur	file_id
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	cs	dutmir bizınän _vapše onnarın _zakon	1.79	doreco_urum1249_UUM-TXT-FE-00000-A05
0006_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	cs	sora gäldıh armiyaya bän gettım armiadan ui_gäldım oldum traktorist šindiačatta ištem traktorda kartol äkiirım kartol čığardirım halhınan _družni išlirıh	9.884	doreco_urum1249_UUM-TXT-AN-00000-A16
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	cs	_i ari ari _variant yoğudi orda ğalalar _i gäldılär burya gruziaya _kankretna tsalkaya ui_tsalkaya_gäldılär	12.236	doreco_urum1249_UUM-TXT-AN-00000-B03
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	_nu onnar šeidän gälmišlär onnar ajariadan čoği onučun ki oldi orda _navadnenie ävlär ču yarısından čoği ehıldi	9.8	doreco_urum1249_UUM-TXT-VL-00000-A14
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	cs	gäldıh burya nišannandıh @ @ godda	7.539	doreco_urum1249_UUM-TXT-FM-00000-B08
0001_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	köv baštan čoğ güzäl kövüdi ušağıdım ahlıma gälirdi _interesni olirdi prazdnikläri _interesni _atmečat edirdıh	8.601	doreco_urum1249_UUM-TXT-VL-00000-A13
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	köv gändi otarli kövudi kövün geridäki fs_savkho _savkhoz ki oldi kolkhozdan sora	7.38	doreco_urum1249_UUM-TXT-VL-00000-A05
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	_eksperimentalni savkhozudi bura _savkhoz _milianer _selektsionni _stantsia varıdi _učastok varıdi	7.418	doreco_urum1249_UUM-TXT-VL-00000-A05
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	bän traktorist adamım traktorda išlirım halha kartol äkirım kartol čığardirım _družno yaširıh _pakamis halhınan	7.195	doreco_urum1249_UUM-TXT-FM-00000-A16
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	gälsälär _spor olir	1.407	doreco_urum1249_UUM-TXT-FE-00000-A10
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	ordada _genatsid _že _bıl _turki _genatsid _grekav	4.111	doreco_urum1249_UUM-TXT-AN-00000-A07
0013_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	bizdä šindi staraemsa _što ohiah onnarın ki kimın ey adam olah pr_bizım rodinamıza öčüri pr_bizım šeimız bišeya lazım gälä	10.301	doreco_urum1249_UUM-TXT-FM-00000-A14
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	cs	gruziadada tsalka vardır _rayon tsalka	2.366	doreco_urum1249_UUM-TXT-AN-00000-B12
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	ğoja yaniki burda yaširıh _az yaširıh	3.149	doreco_urum1249_UUM-TXT-VL-00000-A09
0016_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	cs	o köv bän unutmam onučun ki bänım babam orda öldi orda gömdülär dädäm äbäm _da kimki ui_orda	9.972	doreco_urum1249_UUM-TXT-VL-00000-B14
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	cs	övlädän sora bögün dägıl meriamana sabahtan _dvatsat _sedmoi övlädän sora eğılierıh gidierıh kissäya	5.952	doreco_urum1249_UUM-TXT-FE-00000-A12
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	nä biše orda daa bišedä yohtur ište onnar yašier _da üč adam var _vsyo kimsädä yoh	8.57	doreco_urum1249_UUM-TXT-VL-00000-A12
0016_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	cs	_nu _kantse _kontsov girdılär äptä kolkhoza	3.997	doreco_urum1249_UUM-TXT-AN-00000-A06
0013_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	cs	dörtyanıni gäzirıh äp tomari türkiinän gäzirdılär _krugavoi	4.01	doreco_urum1249_UUM-TXT-FE-00000-A09
0001_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	bu dilda _russki dilda bänä _kak belä yahın gälir	4.51	doreco_urum1249_UUM-TXT-LG-00000-A13
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	cs	meriamana bizım halh čoğ gäler ögzä šäärlärdän ögza erlärdän o _prazdnika gäler	8.014	doreco_urum1249_UUM-TXT-FE-00000-B10
0014_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	bizım kövdä varıdi čoğ urumluh semyasi šindiktä ğalmıš ğırh _semya _az ğaldi	5.089	doreco_urum1249_UUM-TXT-VL-00000-A16
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	cs	meriamana _prazdniki eder bizım halh _savsem jürä	3.426	doreco_urum1249_UUM-TXT-FE-00000-B08
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	cs	fs_ovahıt _suda gälierdi kövdä güzäl čamlar varıdi ävlär güzäl böyük ävlär	6.774	doreco_urum1249_UUM-TXT-VL-00000-B03
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	cs	bizım halh pas khai näsıl _vstrečat edierlär	4.219	doreco_urum1249_UUM-TXT-FE-00000-B04
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	cs	ušahlar školaya gidirlär küčüktürlär biri _on yašındadır biri onbir yašında birdä ğızım vardı oneddi yašındadır	8.024	doreco_urum1249_UUM-TXT-FM-00000-A13
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	_i sora oldi bizım mäzärlär	2.904	doreco_urum1249_UUM-TXT-AN-00000-A04
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	cs	siftäkının üstünä eydır šindi genä ğolailandi biräz epeim yaširıh näblem _prablema yoh baštan biräz čätınıdi šindi yahši eydır olur yašamah	11.076	doreco_urum1249_UUM-TXT-FM-00000-A13
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	jinis _balšoi böyuk köv	2.851	doreco_urum1249_UUM-TXT-VL-00000-A09
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	cs	toplanerlär _nu čoğ yahšidır _nu pr_elä yahši prazdniktır meriamana	6.85	doreco_urum1249_UUM-TXT-FE-00000-B10
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	biz meriamanai _atmečat edirıh fs_dvatsat sedmoidan _dvatsat _vasmoya öčüri	6.309	doreco_urum1249_UUM-TXT-FE-00000-A14
0006_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	oda bozuldi _i gäldılär	5.86	doreco_urum1249_UUM-TXT-AN-00000-A04
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	cs	gettılär gördülär fs_i iš _semya baherlär _da geri dönmäh istämerlär	5.327	doreco_urum1249_UUM-TXT-VL-00000-B14
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	_da bizım ušahlarda gürjüjä šindi torunnarımız gidäjäh o gürji školasına	3.82	doreco_urum1249_UUM-TXT-LG-00000-A16
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	_nauka _bıla fs_s selektsionnaya _stantsia _tam _vsyo _eta _učastok _semenoe _khazyaistvo _vırašivali	9.637	doreco_urum1249_UUM-TXT-VL-00000-A05
0001_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	cs	baamın _semya böyük semyadır birın ikikärän ävländi	5.971	doreco_urum1249_UUM-TXT-FM-00000-A10
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	cs	_da anelä ište fs_o ušahlarıni semyasıni baherdılär	3.51	doreco_urum1249_UUM-TXT-AN-00000-B14
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	meriamanai edirıh azırlanirıh _dvatsat _sedmoi ahšamdan ušahlar äp eğılirıh gidirıh _muzıka gätırirıh čalil halh oinir tohlimohli käsirıh edirıh	10.801	doreco_urum1249_UUM-TXT-FE-00000-A10
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	cs	sora genä kartolmartol toplamaya gidirıh edirıh arpa äkirıh kartol äkir bičirıh _vot	8.406	doreco_urum1249_UUM-TXT-FM-00000-A15
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	burada gäldıh _sredni školaya girdıh ohuduh _sredni abrazavanya aldıh	4.08	doreco_urum1249_UUM-TXT-FM-00000-A05
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	_svyaz oldi oki turtsiaya ki getmäh gälmäh onnar burya gälir o dildä epei	6.621	doreco_urum1249_UUM-TXT-LG-00000-A06
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	cs	biz _khristianıh	0.854	doreco_urum1249_UUM-TXT-FE-00000-B12
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	ğalhmıšımğalhali bän dädäläri görmämišım äbäläri görmämišım _nu baba anai görmišım _vsyo onnari	8.52	doreco_urum1249_UUM-TXT-FM-00000-A09
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	bizım urumlarınan gürjülär biz _atličatsa etmierıh onučun ki bizdä pravaslavniih gürjülärdä pravaslavnidır	10.257	doreco_urum1249_UUM-TXT-FE-00000-B14
0013_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	cs	genä vardır aryos yoryos kissämız čoğ güzäl _i _atmečat edirıh prazdniklärıni	8.559	doreco_urum1249_UUM-TXT-VL-00000-A15
0001_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	cs	gürjistana prieh _na _russkom _yazıke _skazat bizım diljä	3.93	doreco_urum1249_UUM-TXT-AN-00000-A11
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	cs	_nu yahši ğonšuluh varıdi yahšiidi äp	2.355	doreco_urum1249_UUM-TXT-VL-00000-B10
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	cs	bizım halh meriamanai _atmečat edier _pasvoemu	3.75	doreco_urum1249_UUM-TXT-FE-00000-B11
0014_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	cs	čöräktän iip sora ğalhtınhta sora allah bir bäräkät versın diirıh ki yaniki sora allah bir bäräkät versın _isus	7.329	doreco_urum1249_UUM-TXT-VL-00000-A11
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	čoğ babamın _navah ki ğızıdım o sıra _vaina _bıla dögüš oldi čoğ köti yašadıh o sıralari	6.958	doreco_urum1249_UUM-TXT-FM-00000-A09
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	bunnar čoğ traditsiai čoğ duterlär bizımkimın _da čoğ hošuma gäler	5.975	doreco_urum1249_UUM-TXT-FE-00000-B14
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	cs	sora fs_orda bazarda ušah yahši adamlar ui_varıdi kömäk ettılär balkalari ujuz verdılär tahtalari ujuz verdılär tsementi ujuz verdılär sänä iki _manat sändän äksik alajaih	12.189	doreco_urum1249_UUM-TXT-FM-00000-A11
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	ajarlar gälmirlär elä iš etmirlär onučun ki onnarın religian religialari fp_aa muslim onnar fs_pakla _paklanyatsa edirlär allağa bizımdä _iisus fs_khristosdır	10.72	doreco_urum1249_UUM-TXT-FE-00000-A14
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	nerdä kim istir ordada išlir bizım halh elädır _ana babai daa šei etmirlär gändi volyalarına išlirlär	6.096	doreco_urum1249_UUM-TXT-FM-00000-A16
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	biz burda gändımız _khristianıh _khristianstvoi _sakhranit ettıh _da _pasledneva _i bizım oğulušağımızada o iši dierıh	15.399	doreco_urum1249_UUM-TXT-AN-00000-A04
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	cs	fs_mı biz khristianlıği itırmädıh _u _nas fs_khristians> halhiih _verit ederıh kissälärä	13.733	doreco_urum1249_UUM-TXT-AN-00000-A11
0013_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	bizdä gidirıh onnarın kövä ordada ziaratlar vardır bizımdä bizdä oralara gidirıh oralarda _da _atmečat edirıh güzäl	8.425	doreco_urum1249_UUM-TXT-FE-00000-A15
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	cs	_značit dädämın babasının adi spiridonudi ordanda ğaldi ğoidular bänım adımi spiridon	6.963	doreco_urum1249_UUM-TXT-AN-00000-A06
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	ište ğanılir ki onnar özgä millät bizdä özgä ekkä arada _raznitsa ui_var	4.231	doreco_urum1249_UUM-TXT-FE-00000-A10
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	babuškamın anasi gälmıš buraya tah haspahčadan o _armenia täräfındän	5.67	doreco_urum1249_UUM-TXT-FM-00000-A07
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	čoğ adamın interesınä gälir ki nia allağin šeidır ziarattır nia iip ičmäh onučun ki yazılmıš bir knigada belä ki birtänä kefli adam meriamananın gapısının gečirdi fp_ee _muzıkai yahti kefli adam oinadi išti dedi ki bögün meriamanadır	21.278	doreco_urum1249_UUM-TXT-FE-00000-A14
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	cs	išlädıh edditänäidıh _uže böyudüh išlädıh epeim irällädıh	4.703	doreco_urum1249_UUM-TXT-FM-00000-A12
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	cs	eddikilisädä biz gidierdıh eddikilisäya orda yašierdi _deduškam _babuškam	8.866	doreco_urum1249_UUM-TXT-VL-00000-B16
0015_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A09	A09	cs	härızä bir _stakan _stakan yoh	2.0	doreco_urum1249_UUM-TXT-AN-00000-A09
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	cs	barabar oinierlär _atmečat edierlär fp_m	10.6	doreco_urum1249_UUM-TXT-FE-00000-B03
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	sora oki ärägettım ğurtuldum _pastipenno _pastipenno ey oldum	3.368	doreco_urum1249_UUM-TXT-FM-00000-A09
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	cs	babam anam _pensioner adamlar birdä _khazyaistvo	4.86	doreco_urum1249_UUM-TXT-FM-00000-A10
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	cs	bizım burda šeiidi paskevičıdi urus gäldi burdan izın aldi gürjistandan _razrešenia _čto greklär gäläjah burya turtsiadan	11.088	doreco_urum1249_UUM-TXT-AN-00000-A05
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	cs	yanında _magazin varıdi	2.15	doreco_urum1249_UUM-TXT-VL-00000-B01
0005_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	bänä ötüri čoğ _raznitsa vardır _russki dilınän bu _turetski urusča oherdıh _turetski söilerıh čätın oler elä	8.85	doreco_urum1249_UUM-TXT-LG-00000-A08
0001_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	cs	kövümüzdä var _škola _obšipit vardır _i kissä kissä var mäzärlik vardır	7.374	doreco_urum1249_UUM-TXT-VL-00000-A08
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	cs	ey köti gürji dilıni alıštıh gruzinski eč bülmirdıh šindi onida alıštıh _grečeski bülirıh urusča bülerıh _turetski	8.285	doreco_urum1249_UUM-TXT-AN-00000-A10
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	šindi školada daa ohutmirlär daa urus dili urus dili čätın _prablema oldi burda	5.145	doreco_urum1249_UUM-TXT-LG-00000-A13
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	bizdä ušahlar bülirlär kimki bülir ušahtır _dapustim alıšabülir ama bizım vozrasta da biz alıšamazıh	5.42	doreco_urum1249_UUM-TXT-LG-00000-A16
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	cs	kimın ğurbani var ğurbani käsirlär orda oinirlär türki čağırirlär onnar _pravažat ederlär _ne _tolko meriamanai öbür günnäridä	12.224	doreco_urum1249_UUM-TXT-FE-00000-A06
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	onnar yoh onnar gä nä kissäya gälirlär bizım nä biše onnarında gändılärın prazdnikläri vardır baa angi gündır nädır bülmierım _atmečat edirlär	8.47	doreco_urum1249_UUM-TXT-FE-00000-A13
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	cs	magazinnar varıdi _obši erlär	1.986	doreco_urum1249_UUM-TXT-VL-00000-B03
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	burda ohudular urus dilıni bizä söilirdılär o turkča angisıniki biz dierıh bizım diljä bu _dialekt _turetski	10.23	doreco_urum1249_UUM-TXT-AN-00000-A04
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	mamamda _i bašladi išlämäya školada	2.842	doreco_urum1249_UUM-TXT-FM-00000-B03
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	cs	ui_anelä yahši olier _vesyoli	1.84	doreco_urum1249_UUM-TXT-FE-00000-A12
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	näblem šindik gürjülärınän urum bänä ğalar _dazhe urum gürjülär gečtılär urumlari ziarattan täräf	7.846	doreco_urum1249_UUM-TXT-FE-00000-B14
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B04	B04	cs	_daže biz orda oki fs_št le yazın ki gidierdıh durierdıh bir ğač ainanda ohierdıh školada	7.411	doreco_urum1249_UUM-TXT-VL-00000-B04
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	cs	_vot meriamana gäler bizım _dvatsat _vasmoe avgustadır	6.659	doreco_urum1249_UUM-TXT-FE-00000-A06
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	cs	ğoyurmierdılär bizım halha yašamaya _da čätın olerdi	4.169	doreco_urum1249_UUM-TXT-AN-00000-B10
0015_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	är erdädä vardır ziaratımız gidirıh beš alti ui_eddi säkkiz kövdä oralarada gidirıh güzäl _atmečat edirıh ordada	8.182	doreco_urum1249_UUM-TXT-FE-00000-A15
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	cs	_i fs_kö kövümüzdä biz burda selskokhazyaistvoinän _zanimatsa edirıh	6.808	doreco_urum1249_UUM-TXT-VL-00000-A04
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	bänä ötüri fs_russki _russki dil daa eydir oni čoğ bülerım čem bu _turetski dili biryanda bu gečmer _russki dil fs_är äryanda bülünir söilirlär	9.376	doreco_urum1249_UUM-TXT-LG-00000-A08
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	oki fs_g grečeskii bülmirıh gürjüjäi bülmirıh _a _tak bu dildändä biše näblem ğanmirıh bizım šindi ävdä söilirıh bu dildän _staratsa edirım näblem nia istirım urusča genä ušahlar söilialar	17.776	doreco_urum1249_UUM-TXT-LG-00000-A13
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	_i sorada babam ävländi olduh biz	2.285	doreco_urum1249_UUM-TXT-FM-00000-A07
0001_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	elä gäldi _period ki _uže biz bu dili unudirdıh _uže	3.81	doreco_urum1249_UUM-TXT-LG-00000-A06
0016_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	cs	bizi burda _prinimat ettılär bu rayoni verdılär bizä gečtıh burya	5.76	doreco_urum1249_UUM-TXT-AN-00000-A05
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	cs	genä orda dört ulitsaidi ambelä düz _pryamoy ulitsalar dört _ulitsa	4.807	doreco_urum1249_UUM-TXT-VL-00000-B02
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	_klub varıdi _kantora varıdi iš varıdi	2.804	doreco_urum1249_UUM-TXT-VL-00000-A05
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	_a babuškamda olmıš @ _ana _radilas o dir pr_ki šei hä o dir ki bir fs_a adamın yapısi varıdi odasi oda dierdılär o odaya krıš akoškasi varıdi diir stavnyalari varıdi	17.32	doreco_urum1249_UUM-TXT-AN-00000-A07
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	_pervi _period bänım alhıma gäler yoğudi burda halh mal sahlamirdi dorği eč	7.877	doreco_urum1249_UUM-TXT-VL-00000-A06
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	kövümüzdä var ziaratlar _arios yorios var _dvenadsati vekta olmiš oni älli el bänım _babuškam o kissäi ašti	9.488	doreco_urum1249_UUM-TXT-VL-00000-A07
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	cs	bostanda äkerdılär _gardof inäk baherdılär	5.079	doreco_urum1249_UUM-TXT-AN-00000-B14
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	vardır meriamana meriamanaya čoğ halh gälir rassiadan gretsiadan _atmečat edirıh ğurban edirıh özgä kövlär eğılirlär özgä kövlär är kövdän ištem	12.973	doreco_urum1249_UUM-TXT-VL-00000-A13
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	cs	käsändä kimäki düšär o manetalar sağ el onnara öčüri čoğ šei _vezuči el olajah	6.439	doreco_urum1249_UUM-TXT-FE-00000-B04
0014_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	bu dilinän _tolka ävimizdä	1.672	doreco_urum1249_UUM-TXT-LG-00000-A07
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	cs	_da ğabul olsun	0.998	doreco_urum1249_UUM-TXT-FE-00000-B07
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	šindiačanda ärkäš o _da ävländi gändi semyasına etti bizdä ävländıh bizım semyainan	5.083	doreco_urum1249_UUM-TXT-FM-00000-A16
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ambelädä gečtıh bizım _vot fp_an	3.364	doreco_urum1249_UUM-TXT-LG-00000-A16
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	sorada gäldım jinisä ištem _zamuž _vıšla ärägettım bir ğızım var	5.245	doreco_urum1249_UUM-TXT-FM-00000-A07
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	cs	ama bän burda oldum _da elä čoğ getmierım getmierdım kövä	7.797	doreco_urum1249_UUM-TXT-FE-00000-B16
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	cs	čoğ güzäl kövdür šeidir ui_ärištä vardır burda _klub mlub sportdarbaz vardır ačmıšl ar	8.356	doreco_urum1249_UUM-TXT-VL-00000-A15
0005_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	_a _tak biz äp urusča ohuduh rassiada čoği ğurtuldi	4.58	doreco_urum1249_UUM-TXT-LG-00000-A07
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	cs	_no onnarın ičındädä var angisınnär ki biz suyačäktıh	3.056	doreco_urum1249_UUM-TXT-FE-00000-A04
0009_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	ištem pr_ohurlar gidärlär ohumaya biräz biri bir erdä išlär ävlänırlär gändılära _semya bulurlar	8.022	doreco_urum1249_UUM-TXT-FM-00000-A16
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	gäldılär üč gün durdular kimının ävi var kimının ište hısımi var meriamanai güzäl _atmečat ettılar sabağısi kimi iki gün ui_durdular gettılar geri	10.091	doreco_urum1249_UUM-TXT-FE-00000-A13
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	cs	bizım fs_dil bizım dilınän gürji dili čoğ _atličatsa eder näsıl ki diem _nemetski _i ruski _nemetski _i _frantsuski	12.446	doreco_urum1249_UUM-TXT-LG-00000-B14
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	_i täzädän fs_on onnarda kövdä yašierdılär	3.497	doreco_urum1249_UUM-TXT-FM-00000-B03
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	_deduškam ğırh el stažiinan _agranom _i biz _vrodebi isterıh onun stapalariinän gidäh	6.297	doreco_urum1249_UUM-TXT-FM-00000-A14
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	gätırirıh _dvatsat _vasmoi mer šei musıka olir oinamahmoinamaği	5.68	doreco_urum1249_UUM-TXT-FE-00000-A14
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	školada urus fs_dilı biz ohirdıh bir _urok gürjüjä varıdi bir urokta grečeski varıdi aftada öbüri äp biz _na _russkom _yazıke ohirdıh	11.86	doreco_urum1249_UUM-TXT-LG-00000-A13
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	cs	edirlär ğurban käsirlär käsirıh iirıh ičirıh äp tomari _družni ederıh	6.037	doreco_urum1249_UUM-TXT-FE-00000-A08
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	cs	_nu yarısi gäldılär buyani yarısi näblem gettılar gretsiaya	3.85	doreco_urum1249_UUM-TXT-AN-00000-B10
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	cs	šei dilımız döndi _religia ğaldi elä	2.359	doreco_urum1249_UUM-TXT-AN-00000-A08
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	ui_säkkiz ušaği varıdi _v _tom _čisle bänım _deduškam karagezov spiridon elä oldi ki ğarısi fp_ee _savsem küčük yašta öldi säkkiz ušah ğaldi gändi boinuna	10.912	doreco_urum1249_UUM-TXT-AN-00000-A14
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	_ya _vot bänim _babuškam nahıledir ki _pervi pr_yapi varıdi krıšali bir adamın agoškasi varıdi bir gözi _i stavnyalari varıdi	9.418	doreco_urum1249_UUM-TXT-AN-00000-A07
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	bänım _deduškam deduškamın ğardašida bajılarida _toest fs_onnar säkkiz ušahıdılar äp ohunmıš oldular	8.763	doreco_urum1249_UUM-TXT-FM-00000-A14
