utt_id	spkr_id	lang	text	dur
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	näsıl genä duimušum iki üč ay yolda bunnar gäzierdılär	4.498
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	bazısi fp_ee šäärä getti	2.367
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	ajlıh susuzluh biše yoh	2.717
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B08	B08	cs	tsalkada _abasnavatsa ettılar	2.408
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	cs	_nu yarısi gäldılär buyani yarısi näblem gettılar gretsiaya	3.85
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	nävädä ki gruziaya gäldılär varıdi elä erlär nerdä ki kimsä yašamierdi tsalkada	6.419
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	suhumdan bizi stalinın vädäsındä gruziaya yolladılar	5.969
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	cs	tsalkadada nä gün gördülär genä čoğ _mučenya gördülär	3.985
0007_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A02	A02	cs	inanmien sai _da bah	1.504
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	urum	pr_onnardan šei onnar bizım šeilärä gälmerlär bizımkınärınän onnarın šeidır	4.941
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A02	A02	cs	sabahısidä gälier _nu _mı _veruyušie _paetamu _ani gälmierlär onnar	6.503
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	urum	onnar onnarında nävädäki bairam ğurban bairam navruz bairam onnar ui_edirlär	7.913
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	mumumuzi išımızi yahtıhtan sora biz genä meriamananın gändi günündä igirmi säkkizındä ğurbannar käsirıh angisiki vethi zavettan ğalmıš	13.41
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	cs	dutmir bizınän _vapše onnarın _zakon	1.79
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	urum	onnarın ištır o güni bizım išlämäh yohtur	3.87
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	cs	meriamanaya är kövdän gälerlär bizım kövä gälerlär onučun bizım šeidır bizımkındä _muzıka iš oler čoğ halh vardır gälerlär buraya onučun	9.45
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	ištem egıl _atmečat edirıh äptä ey daa nä	2.479
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	ahšam olier ğurtulier ziarat gälierıh ävä	2.725
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	urum	kim ävdä olir kim rasgäldi iir o ğurbani bizım halh dierıh ğabulolsun	4.966
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	biz meriamanai _atmečat edirıh fs_dvatsat sedmoidan _dvatsat _vasmoya öčüri	6.309
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	urum	genä gälirlär gretsiadan rassiadan meriamanamıza eğılirıh onnarınanda iir ičirıh sora čıhirıh onnarınan prirodaya o günüsi	9.612
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	tantslar olier oinierlär kotsari oinierlär	3.317
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	cs	biz hristianıh _hristianski šeinanda gidierıh elä	3.639
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	cs	ondan ğari genä _razni _razni yumurtalar boyadierlär	4.056
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	bu güni sağ fs_s sağ mirdan gälierlär pantiitslär urusettän gretsiadan är erdän gälierlär	11.834
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	ğurbani käserlär götürerlär ävä bišırerlär halhi čağırerlär	6.725
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	mumlarıni yaherlär	1.268
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	gidierlär kisläya onnarda mum yahierlär	2.171
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	bizım urumlarınan gürjülär biz _atličatsa etmierıh onučun ki bizdä pravaslavniih gürjülärdä pravaslavnidır	10.257
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	cs	ama bän burda oldum _da elä čoğ getmierım getmierdım kövä	7.797
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	urum	fs_o	0.355
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	cs	_ya _kak _metadist ui_nač sora azaldi _i _vse _pridmetı _ya _mog _pripadavat _čtobı fs_ğala _russki _škola	7.145
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	o _da bizım dili örgändi o dili näki söilirıh äp ğanir	6.528
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	baba _ana _značit kolkhozda išlirdılär ğardašlarımda varıdi bändän böyuk bändän küčük _šofer išlirdi öbüridä _raboči adamıdi	10.477
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	yašierıh fs_ištem savetskının stroyunda išlirdıh bän _agranom išlirdım	5.67
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	_i sorada babam ävländi olduh biz	2.285
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	ğurtuldular školai onnar gettılär bir bajım burdadır öbüri kipra getti	4.03
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	cs	öbür ğardašım getti gretsiaya ävländi orda bändä burda školai ohuduh onalti yašımda školai ğurtuldum _i školada išlirıh ğara	12.25
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	bu birınji ğariinän gettıh išlädıh čalıštıh šei ettıh altmıš dohkuzınji sänädä čıhtım ğara yapıdan	6.023
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	cs	äp ävın išini bän edierdım onnar oğlan yahamah o sıradan _mašina ho _stiralni bišelär yoğudi äp _ručnoi älımınän	6.823
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	cs	ušahlar školaya gidirlär küčüktürlär biri _on yašındadır biri onbir yašında birdä ğızım vardı oneddi yašındadır	8.024
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	šei edirıh alirıh ište ištem mamamınan kartolmartolda gidirıh oyan buyani yaširıh	8.908
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	ušahlar ohumirlär biri igirmi dört yašındadır biri olir onsäkkiz yašında armiaya getti gäldılär pakamiz burda išlirlär genä	8.925
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	šäärın ichında tiflisdä bašladılar kiradaidılar yapii bašladılar yašamaya	6.601
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	kövdän gäldım tiflisä	1.714
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	elädä babam oki gäldi kövdän fs_an anama fs_ävl ävlänmaya ondan sora getti gretsiaya bir ğač elınan išlämäya	10.126
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	soram düšündi ki fp_m lazımıdi iš bulmah	4.653
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	ärä gettılär	1.341
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	güzäl möibätli yašierıh güzäl yašierıh	2.428
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B11	B11	urum	var iki ikitänä ğız	1.647
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	istädıh gečah tiflisä	2.56
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	gretsiaya gettım onučun ki ušahlarımi bän burda böyuldämerdım	3.72
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	bänım var iki čojuh	2.04
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	ävdän bu dili ävdän anamızdan babamızdan örgändıh ambu dili angısiinanki ävldä ğonuširih	7.414
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	urum	bu pr_dilın biz nä yazmasıni bülirıh nä bišesıni	3.589
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	ama bu _turetski dil čätın oler yazmasıni bülmerıh šeini bülmerıh ohumasıni alfavit iši yohtur	8.189
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	dögüš äkmäk yoh su yoh ğašyoh biše yoh fs_aj ajına išliajän _kakoi belä _savsem köti o sıra šei oldi	8.446
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_no _asnavnoi _russki _yazık ohuduh ğurtulduh školai _na _russki _vsyo	4.226
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	ävdä čoğ kärän ušahlarınan urusča söilirım	2.14
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	urum	bu nä dildır bu evrapeiski dildır an bizdä söilirıh bizdä ğanmirıh nä diirıh	6.427
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	cs	obšipıt _kantsertnıe _zalı _eti _klub varıdi šindi yohtur	5.69
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	urum	fs_s	0.176
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	kövümüzün var kissäsi angisiki bizä važnidır	3.962
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	_vot _s ji čoğ dutarli kövudi rayonda alerdıh _pervoe _mesto _vasnavnom bu köv jinis	7.177
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	urum	genä nä verirdi	1.414
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	urum	genä nä diem kövümüzdä	2.25
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	bu	0.283
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	o sıra yahši halhıdi _khlebasolni halhıdi	3.243
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	pr_ajarlarınan bu gürjülärınan šindi pr_bizım halh barabar yaširıh čoğiinän družniih čoğiinän yoh _nu ğanirıh birbizlärımızi yaširıh näblem	11.47
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	cs	yahšidır gidirıh ište _škola molaya oh umaya darbazmarbaza dügün erınä obšepita klubuna	9.65
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	_da nä diem	0.877
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	cs	ui_kövümüzdä genä varıdi iki _etažni šei iki ğat _škola	5.76
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	urum	yollar ovahıtta yahši dägildi	1.819
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B04	B04	cs	genä var güzäl orda _škola vardır yahši dvorigınan čamlarınan	6.98
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	genä bizım kövımızdäkö vımızdä varıdi čoğ güzäl göl nerdä ki biz ušahlarınan gidierdıh ärdämä čimierdıh	6.674
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	fs_är iš varıdi	1.236
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B09	B09	urum	hama oki onnar gettılär gretsiaya šindi orda häp kötidır	8.099
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	cs	_nu edditänä kissä varıdi	3.229
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B11	B11	urum	halh išlierdılär išläri varıdi ärbiriš varıdi	2.595
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	bän dierım ajabäz bu halh burda nasıl yašierdi onučunda bu halh getti gretsialara germanialara	7.517
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	urum	šindi bülmierım	1.004
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A01	A01	urum	gidir yarısi getti gretsiaya yarısi getti rassiaya	2.045
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A02	A02	russ	_žıli _mı _ničevo _tak _sredni	3.111
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A03	A03	cs	_lyudi _ne _tak _bıli _razvitıe varıdi ičlärındä gramotnıda ama _obšem _gramota čoğ yoğıdi	8.376
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	biz burda gändımız _khristianıh _khristianstvoi _sakhranit ettıh _da _pasledneva _i bizım oğulušağımızada o iši dierıh	15.399
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	cs	bizım burda šeiidi paskevičıdi urus gäldi burdan izın aldi gürjistandan _razrešenia _čto greklär gäläjah burya turtsiadan	11.088
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	cs	_babuškam tandırda äkmäk bišırirdi dädämdä yašamasi čobannığınan gečti kövdä čoban olirdi mala ğoyuna elädä gečti	16.14
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	gäldılär birınji kissäläri yaptılar soram mäzärlärıni yaptılar _uže sora sora ävlärıni yaptılar	5.82
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	cs	šei dilımız döndi _religia ğaldi elä	2.359
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	ui_äptä ui_ey ui_daa ui_nä ui_bülem	1.177
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	cs	_mı _suda _sabiraem ğurbanom _vmeste gidirıh orda käsirıh iirıh šei edirıh	8.368
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	bununda bir ämısi varıdi fahır adamıdi ište o o bahti biräz böyutti ondan sora ävländi	6.755
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	cs	_trudno olerdi ämdä _uže elä duimamıza bizım fp_ee turklar ğırirdılar bizım halhi nasılki duimıšıh nä diah ki biz	8.797
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	cs	halh _vapšem yašiamerdi yapılari yoğudi fp_ha	3.759
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	yollarda ela olur ki ölända varıdi	3.13
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	gäldılär boš erlärıdi ävlär yoğudi biše yoğudi	3.121
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	urum	nasıl bän bülieram oki halh burya gäldılär fp_aa tsalkada biše yoğudi	4.652
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	čoğ čätın günnär gečtılär	1.788
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	navahki urum halh getti fp_ee kövlärä düštülär bahtılar ki biše yoğudi biše edämierlär	6.552
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	bir uji getti uruset täräfınä	2.126
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B08	B08	urum	orda čoğ kövlär var bizım halhın kövläri varıdi	2.94
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	gälänsıra näblem gälerdılär bazi ki gälerdi yolda ajlıhıdi kötülühıdi ölerdılär	7.259
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	cs	_i bizım halh getti oralar da yaptılar čüčük čüčük yapılari kim näsıl edäbüldi	7.635
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	cs	gruziadada tsalka vardır _rayon tsalka	2.366
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B13	B13	urum	o vahıt vahıt yašamaya čätınıdi	7.274
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	cs	bostanda äkerdılär _gardof inäk baherdılär	5.079
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B16	B16	cs	_navah onnar gäldılär tsalkada šei yoğudi	6.412
0008_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A02	A02	urum	onaltidır onalti	1.471
0008_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A03	A03	urum	sora dedi	0.581
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	urum	onnarın abičailari bizım abıčai dutmer	1.567
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A02	A02	cs	onnar _ne _priznayut meriamana iš	2.425
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	cs	_a bizım kövdä ui_belä meriamana birdä gäräktädır _pa _raionu	3.63
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	kissänın yanında fs_f fırladirıh onnari käsirıh iip orda ier ičirıh fahır fuharaa dağıderıh	9.812
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	cs	onnar inanmirlär o güni biz išlämäh o yohtur o ui_günnär onnar išlirlär _bezrazlična	5.834
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	urum	onnar išlirlär kissäyada gälmirlär onnar	3.667
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	cs	ambu gälän halh khristian dägıl onnar inanmirlär _da meriamana _atmečat etmirlär	5.891
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	cs	bu _prazdniki biz čoğ yahši gečırerıh onučun bizä öttüri bu čoğ yahši prazdniktır böyük gündür	6.063
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	cs	elä fs_šindi gälir šei _paskha ğızılyumurta	5.2
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	urum	özgä kövlärdändä gälirlär burya mum yahirlär ğurban gätırirlär fırladirlär onnarda	4.71
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	urum	onnarın čığırir gidirlär ui_onnarda gändılärın namazıni edirlär	5.326
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	cs	ui_anelä yahši olier _vesyoli	1.84
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	onnar yoh onnar gä nä kissäya gälirlär bizım nä biše onnarında gändılärın prazdnikläri vardır baa angi gündır nädır bülmierım _atmečat edirlär	8.47
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	gätırirıh _dvatsat _vasmoi mer šei musıka olir oinamahmoinamaği	5.68
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	urum	išlämirıh zatošto bazardır olmaz čoğ meriamanayada olmaz išlämäh išlämirıh	5.685
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	prirodadada genä iir ičirıh _muzıka čalıp oinamah fp_an	4.923
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	ziaratlarda mumlari yahierlär	2.169
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	orya halh eğılanda kövdä gidierıh orda kissä vardır mumlari yahierıh	5.595
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	urum	orda käsierdılär ğurban	1.449
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	cs	elä böyük gündür ki _da äp barabar sävınierıh	3.19
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	cs	eddi ävädä _kusok _kusok götürer vererlär	3.533
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	čoği gätırerlär ğurbanlar käserlär	3.111
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	baziki ğurbannıh käser	1.71
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	sora čıhierlär ordan oinierlär sıčırierlär ičierlär ierlär	5.412
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	cs	bizä su ičırierdi _eta šei sui khristian sui ičırierdi	6.672
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	bunnar čoğ traditsiai čoğ duterlär bizımkimın _da čoğ hošuma gäler	5.975
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	šindi bülmierım	1.311
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A01	A01	cs	_rodstvenniki _s _papinoy _staranı äp šeidädirlär	3.082
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	cs	gäldi školaya orda tanıšlandıh _tak _vıšla _zamuž	3.373
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	urum	ambelä išlär	0.967
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	_i belä yaširıh	1.884
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	bändä sora gerıdä armiaya gettım _savetski sayuza gäldım gettım gettım instituta agranomda ğurtaldum toprah iši	8.972
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	yaširdıh yahši iš yaširdıh bu ki _komunističeski stroi dağıldisä bizım elä perioda gäldi ki bizım yašimız tamam verdılär torpah	14.304
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	bän ohudum _vladimerski oblasta medučilišada _v _gorode _aleksandrove ordada išlädım	7.54
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	bändä burda ohudum školai gurtuldum fs_ar armiaya gettım gäldım sora ävdä kömäk ederım babama	8.182
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	urum	köti yašadıh mučeniainan yašadıh	2.199
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	cs	školada ğarağul išlirım ištem _semya kartolmartol äkirıh malmul	6.494
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	ğara yapida ğalmıšti kövdä bir bänım bir bänım ğalmıšti	5.476
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	cs	siftäkının üstünä eydır šindi genä ğolailandi biräz epeim yaširıh näblem _prablema yoh baštan biräz čätınıdi šindi yahši eydır olur yašamah	11.076
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	_nesmotrya _na _to _što _ohi _i fahırıdıh fahır yaširdıh _vseravno fs_druzni _družni yaširdıh birbirımızi ğanirdıh bögünä ačen gäldıh belä	9.166
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	elä gečir yašamah	1.305
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	genä nä diem _da bišedä yoh äptä burda	3.832
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	soram bir elın ichındä oldum bän	2.487
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	urum	soramda biräz gečti vahıt ikısidä gäldilär mm gruziaya tiflisä	6.471
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	geri gäldi tiflisa	1.483
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	cs	_navah ki ištän sora iš oki buldi gäldi gürjistanda yapi buldi	8.41
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	oldi nävälärımız torunnarımız	2.671
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	cs	šäärdä yašierım _uže @ goddan	4.63
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	sora anam getti urusetä ohumaya	4.649
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	anami älä babam tanımerdi sora tanıšlandılar orda ištem mamamda bir kövdändırlar onnar	4.925
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B11	B11	cs	_i _do sikh _por yašierıh tiflistä	2.564
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	čoği jaallar gečtılär išlädılär ğojalarında barabar götürdülär	5.122
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	šindiačağta ğonuširıh	1.618
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	urum	bülmirıh	0.583
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	ohumai prahtıh knigalari bän _lično doldurdum tandıra tandır vardır yahtım ki häm ağliram hämdä yahirım	8.19
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	elä ğanirım pr_bu _čtota yahındır urus dili ki ušahlari istirım urusča örgänälär fp_näblem ui_ambelä ui_iš	9.139
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ištem budur daa dilımızi ahnayah säväjäih _no _glavni dil är dilidä bülmäh lazımıdi _nu školada bizi ohuttular _tolka urusča	6.759
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	šei nädır adi urusun gürji dialekti var yazmasi var	5.951
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	cs	ui_ka _sportzal var _štob kövdä fs_s šei etmäya _pazanimatsa	5.91
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	cs	fs_elä šei čäkieram gidieram baiburta _skučayu kimsä yoh	5.752
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A03	A03	cs	_derevnya gäldılär bizım halh azıdi o sıra sora sora čoğaldılar	4.73
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	cs	_i fs_kö kövümüzdä biz burda selskokhazyaistvoinän _zanimatsa edirıh	6.808
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	fp_da näki fs_selskhoz _khozyaistvenni _produktsia olirdi dağıdirdi	4.854
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	kövümüzdä var ziaratlar _arios yorios var _dvenadsati vekta olmiš oni älli el bänım _babuškam o kissäi ašti	9.488
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	urum	ğač ziarat meriamana bir aryos yoryos iki ay nikolao üč üč ziarat	6.133
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	cs	_škola var kövdä birtänä mäzärlik var ikitänä kissälär dörtänä var prazniklarda halh gälir _atmečat edirıh	7.978
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	cs	ama _išyo _kakoi _išyo nä diem	2.199
